date,CPI_US_yoy
1961-12-31,0.6709158000671067
1962-01-31,0.6702412868632601
1962-02-28,0.9048257372654245
1962-03-31,1.1058981233244003
1962-04-30,1.3418316001341912
1962-05-31,1.3404825737265424
1962-06-30,1.2399463806970434
1962-07-31,1.0026737967914423
1962-08-31,1.135604542418167
1962-09-30,1.4676450967311627
1962-10-31,1.3342228152101399
1962-11-30,1.3342228152101399
1962-12-31,1.2329223592135952
1963-01-31,1.331557922769644
1963-02-28,1.2288276320159497
1963-03-31,1.1269472986410234
1963-04-30,0.893743793445867
1963-05-31,0.8928571428571619
1963-06-30,1.3240648791790655
1963-07-31,1.5552614162806178
1963-08-31,1.5521796565389767
1963-09-30,0.9861932938855844
1963-10-31,1.2179065174456882
1963-11-30,1.3166556945358954
1963-12-31,1.6458196181698526
1964-01-31,1.6425755584756896
1964-02-29,1.4107611548556331
1964-03-31,1.4093739757456536
1964-04-30,1.5419947506561726
1964-05-31,1.5404785316289749
1964-06-30,1.3067624959163693
1964-07-31,1.0752688172043001
1964-08-31,0.9756097560975618
1964-09-30,1.171875
1964-10-31,1.2032520325203189
1964-11-30,1.3970110461338558
1964-12-31,1.1981865284974136
1965-01-31,1.098901098901095
1965-02-28,1.1970236169524417
1965-03-31,1.1958629605688387
1965-04-30,1.3893376413570246
1965-05-31,1.6139444803098701
1965-06-30,1.9348597226700903
1965-07-31,1.8052869116698789
1965-08-31,1.6103059581320522
1965-09-30,1.737451737451745
1965-10-31,1.7030848329048665
1965-11-30,1.7302146747837144
1965-12-31,1.9200000000000106
1966-01-31,1.9181585677749302
1966-02-28,2.5575447570332477
1966-03-31,2.7786649632705274
1966-04-30,2.8680688336520044
1966-05-31,2.763659466327839
1966-06-30,2.4359379943056148
1966-07-31,2.754908169727699
1966-08-31,3.4865293185419866
1966-09-30,3.5736875395319334
1966-10-31,3.791469194312813
1966-11-30,3.5590551181102548
1966-12-31,3.3594976452119285
1967-01-31,3.19949811794229
1967-02-28,2.8678304239401653
1967-03-31,2.5481665630826544
1967-04-30,2.5402726146220633
1967-05-31,2.3183925811437467
1967-06-30,2.8412600370598895
1967-07-31,2.9275808936825687
1967-08-31,2.6033690658499253
1967-09-30,2.595419847328251
1967-10-31,2.5875190258751957
1967-11-30,3.10218978102188
1967-12-31,3.280680437424044
1968-01-31,3.647416413373872
1968-02-29,3.6363636363636376
1968-03-31,3.9393939393939315
1968-04-30,3.92749244712991
1968-05-31,4.229607250755274
1968-06-30,4.2042042042042205
1968-07-31,4.491017964071853
1968-08-31,4.477611940298498
1968-09-30,4.464285714285721
1968-10-31,4.7477744807121525
1968-11-30,4.424778761061954
1968-12-31,4.705882352941182
1969-01-31,4.692082111436946
1969-02-28,4.678362573099393
1969-03-31,5.247813411078739
1969-04-30,5.523255813953476
1969-05-31,5.507246376811592
1969-06-30,5.475504322766556
1969-07-31,5.4441260744985565
1969-08-31,5.428571428571427
1969-09-30,5.698005698005693
1969-10-31,5.665722379603411
1969-11-30,5.932203389830515
1969-12-31,5.89887640449438
1970-01-31,6.162464985994376
1970-02-28,6.424581005586605
1970-03-31,6.094182825484751
1970-04-30,6.060606060606077
1970-05-31,6.043956043956045
1970-06-30,6.010928961748618
1970-07-31,5.7065217391304435
1970-08-31,5.691056910569103
1970-09-30,5.660377358490565
1970-10-31,5.630026809651478
1970-11-30,5.600000000000005
1970-12-31,5.570291777188308
1971-01-31,5.277044854881274
1971-02-28,4.724409448818889
1971-03-31,4.438642297650142
1971-04-30,4.155844155844157
1971-05-31,4.404145077720201
1971-06-30,4.381443298969079
1971-07-31,4.370179948586128
1971-08-31,4.358974358974366
1971-09-30,4.081632653061207
1971-10-31,3.8071065989847774
1971-11-30,3.535353535353525
1971-12-31,3.266331658291466
1972-01-31,3.2581453634085378
1972-02-29,3.759398496240607
1972-03-31,3.499999999999992
1972-04-30,3.4912718204488824
1972-05-31,3.2258064516129226
1972-06-30,2.9629629629629672
1972-07-31,2.9556650246305383
1972-08-31,2.9484029484029284
1972-09-30,3.1862745098039325
1972-10-31,3.1784841075794823
1972-11-30,3.4146341463414664
1972-12-31,3.406326034063256
1973-01-31,3.6407766990291357
1973-02-28,3.864734299516903
1973-03-31,4.8309178743961345
1973-04-30,5.301204819277117
1973-05-31,5.528846153846145
1973-06-30,5.995203836930463
1973-07-31,5.741626794258381
1973-08-31,7.398568019093088
1973-09-30,7.3634204275534465
1973-10-31,8.056872037914697
1973-11-30,8.25471698113207
1973-12-31,8.94117647058823
1974-01-31,9.601873536299754
1974-02-28,9.999999999999986
1974-03-31,10.138248847926267
1974-04-30,10.068649885583515
1974-05-31,10.70615034168565
1974-06-30,10.859728506787313
1974-07-31,11.538461538461519
1974-08-31,10.888888888888882
1974-09-30,11.946902654867241
1974-10-31,11.842105263157897
1974-11-30,12.200435729847502
1974-12-31,12.095032397408211
1975-01-31,11.752136752136755
1975-02-28,11.205073995771686
1975-03-31,10.460251046025103
1975-04-30,10.187110187110182
1975-05-31,9.259259259259256
1975-06-30,9.183673469387754
1975-07-31,9.533468559837743
1975-08-31,8.617234468937895
1975-09-30,7.905138339920947
1975-10-31,7.647058823529407
1975-11-30,7.37864077669903
1975-12-31,7.129094412331405
1976-01-31,6.692160611854692
1976-02-29,6.273764258555126
1976-03-31,6.060606060606055
1976-04-30,5.849056603773595
1976-05-31,6.214689265536721
1976-06-30,5.981308411214958
1976-07-31,5.555555555555558
1976-08-31,5.719557195571956
1976-09-30,5.494505494505497
1976-10-31,5.464480874316946
1976-11-30,5.063291139240511
1976-12-31,5.035971223021574
1977-01-31,5.197132616487465
1977-02-28,6.082289803220031
1977-03-31,6.428571428571428
1977-04-30,6.951871657754016
1977-05-31,6.737588652482285
1977-06-30,6.701940035273357
1977-07-31,6.666666666666665
1977-08-31,6.631762652705064
1977-09-30,6.423611111111094
1977-10-31,6.390328151986191
1977-11-30,6.712564543889843
1977-12-31,6.67808219178081
1978-01-31,6.814310051107331
1978-02-28,6.2394603709949426
1978-03-31,6.375838926174482
1978-04-30,6.499999999999995
1978-05-31,7.14285714285714
1978-06-30,7.438016528925617
1978-07-31,7.7302631578947345
1978-08-31,7.855973813420625
1978-09-30,8.482871125611746
1978-10-31,8.92857142857142
1978-11-30,8.870967741935477
1978-12-31,8.988764044943842
1979-01-31,9.250398724082931
1979-02-28,9.84126984126985
1979-03-31,10.252365930599371
1979-04-30,10.485133020344284
1979-05-31,10.697674418604652
1979-06-30,11.076923076923073
1979-07-31,11.45038167938932
1979-08-31,11.836115326251884
1979-09-30,11.879699248120312
1979-10-31,12.071535022354718
1979-11-30,12.592592592592599
1979-12-31,13.254786450662737
1980-01-31,13.868613138686126
1980-02-29,14.161849710982644
1980-03-31,14.592274678111572
1980-04-30,14.589235127478762
1980-05-31,14.425770308123242
1980-06-30,14.265927977839322
1980-07-31,13.15068493150684
1980-08-31,12.890094979647216
1980-09-30,12.768817204301076
1980-10-31,12.632978723404253
1980-11-30,12.631578947368416
1980-12-31,12.353706111833551
1981-01-31,11.794871794871797
1981-02-28,11.392405063291132
1981-03-31,10.611735330836458
1981-04-30,10.135970333745359
1981-05-31,9.79192166462668
1981-06-30,9.696969696969692
1981-07-31,10.774818401937058
1981-08-31,10.817307692307686
1981-09-30,10.96543504171632
1981-10-31,10.271546635182993
1981-11-30,9.579439252336464
1981-12-31,8.912037037037024
1982-01-31,8.25688073394495
1982-02-28,7.613636363636367
1982-03-31,6.884875846501148
1982-04-30,6.621773288439958
1982-05-31,6.911928651059096
1982-06-30,7.182320441988943
1982-07-31,6.557377049180335
1982-08-31,5.965292841648595
1982-09-30,4.940923737916236
1982-10-31,5.032119914346889
1982-11-30,4.47761194029852
1982-12-31,3.825717321997879
1983-01-31,3.7076271186440746
1983-02-28,3.484688489968324
1983-03-31,3.5902851108764455
1983-04-30,4.0000000000000036
1983-05-31,3.44108446298228
1983-06-30,2.4742268041237248
1983-07-31,2.358974358974364
1983-08-31,2.456499488229258
1983-09-30,2.763561924257929
1983-10-31,2.752293577981657
1983-11-30,3.1632653061224536
1983-12-31,3.7871033776867957
1984-01-31,4.290091930541351
1984-02-29,4.693877551020398
1984-03-31,4.892966360856277
1984-04-30,4.5546558704453455
1984-05-31,4.3346774193548265
1984-06-30,4.325955734406439
1984-07-31,4.308617234468937
1984-08-31,4.295704295704317
1984-09-30,4.2828685258964105
1984-10-31,4.265873015873023
1984-11-30,4.154302670623156
1984-12-31,4.043392504930954
1985-01-31,3.52595494613126
1985-02-28,3.6062378167641462
1985-03-31,3.790087463556846
1985-04-30,3.581800580832528
1985-05-31,3.5748792270531515
1985-06-30,3.6644165863066513
1985-07-31,3.458213256484166
1985-08-31,3.3524904214559337
1985-09-30,3.2473734479465
1985-10-31,3.2350142721217834
1985-11-30,3.5137701804368593
1985-12-31,3.791469194312791
1986-01-31,3.9735099337748325
1986-02-28,3.19849482596426
1986-03-31,2.1535580524344455
1986-04-30,1.5887850467289688
1986-05-31,1.679104477611948
1986-06-30,1.7674418604651132
1986-07-31,1.671309192200554
1986-08-31,1.575532900834098
1986-09-30,1.757631822386685
1986-10-31,1.5668202764977046
1986-11-30,1.2844036697247763
1986-12-31,1.187214611872145
1987-01-31,1.364877161055511
1987-02-28,1.9143117593436676
1987-03-31,2.8414298808432603
1987-04-30,3.679852805887762
1987-05-31,3.669724770642202
1987-06-30,3.7477148080438782
1987-07-31,3.926940639269394
1987-08-31,4.2883211678832245
1987-09-30,4.2727272727272725
1987-10-31,4.355716878402904
1987-11-30,4.528985507246386
1987-12-31,4.332129963898912
1988-01-31,4.129263913824044
1988-02-29,3.9355992844364973
1988-03-31,3.832442067736186
1988-04-30,3.9929015084294583
1988-05-31,3.9823008849557473
1988-06-30,3.96475770925111
1988-07-31,4.130052724077338
1988-08-31,4.111986001749779
1988-09-30,4.184829991281602
1988-10-31,4.260869565217407
1988-11-30,4.246100519930662
1988-12-31,4.4117647058823595
1989-01-31,4.482758620689653
1989-02-28,4.647160068846801
1989-03-31,4.892703862660941
1989-04-30,5.034129692832767
1989-05-31,5.276595744680845
1989-06-30,5.1694915254237195
1989-07-31,5.063291139240511
1989-08-31,4.621848739495804
1989-09-30,4.435146443514637
1989-10-31,4.587155963302747
1989-11-30,4.655029093931851
1989-12-31,4.639602319801162
1990-01-31,5.198019801980203
1990-02-28,5.263157894736836
1990-03-31,5.237315875613735
1990-04-30,4.711616571892785
1990-05-31,4.365400161681476
1990-06-30,4.673650282030639
1990-07-31,4.819277108433728
1990-08-31,5.702811244979911
1990-09-30,6.169871794871806
1990-10-31,6.379585326953752
1990-11-30,6.195393169181873
1990-12-31,6.254948535233562
1991-01-31,5.647058823529405
1991-02-28,5.312500000000009
1991-03-31,4.821150855365497
1991-04-30,4.809930178432875
1991-05-31,5.034856700232382
1991-06-30,4.695919938414161
1991-07-31,4.367816091954024
1991-08-31,3.7993920972644313
1991-09-30,3.396226415094339
1991-10-31,2.8485757121439192
1991-11-30,3.0665669409125185
1991-12-31,2.980625931445613
1992-01-31,2.672605790645899
1992-02-29,2.8189910979228294
1992-03-31,3.189910979228472
1992-04-30,3.1828275351591495
1992-05-31,3.0235988200590036
1992-06-30,3.0147058823529305
1992-07-31,3.1571218795888534
1992-08-31,3.0746705710102518
1992-09-30,2.9927007299270114
1992-10-31,3.279883381924198
1992-11-30,3.1204644412191396
1992-12-31,2.966714905933454
1993-01-31,3.2537960954446943
1993-02-28,3.2467532467532534
1993-03-31,3.0194104960460155
1993-04-30,3.1563845050215145
1993-05-31,3.2211882605583497
1993-06-30,2.9978586723768963
1993-07-31,2.8469750889679624
1993-08-31,2.840909090909083
1993-09-30,2.7639971651311157
1993-10-31,2.752293577981657
1993-11-30,2.7445460942997935
1993-12-31,2.8109627547435068
1994-01-31,2.450980392156854
1994-02-28,2.515723270440251
1994-03-31,2.6517794836008246
1994-04-30,2.364394993045882
1994-05-31,2.288488210818307
1994-06-30,2.494802494802495
1994-07-31,2.69896193771626
1994-08-31,2.900552486187835
1994-09-30,2.965517241379323
1994-10-31,2.609890109890123
1994-11-30,2.602739726027403
1994-12-31,2.597402597402576
1995-01-31,2.8708133971291794
1995-02-28,2.862985685071595
1995-03-31,2.7872195785180187
1995-04-30,3.125000000000022
1995-05-31,3.1186440677966054
1995-06-30,3.0425963488843744
1995-07-31,2.8301886792452713
1995-08-31,2.6174496644295386
1995-09-30,2.54521098459477
1995-10-31,2.7443105756358666
1995-11-30,2.603471295060067
1995-12-31,2.5316455696202667
1996-01-31,2.7906976744185963
1996-02-29,2.717031146454607
1996-03-31,2.8439153439153486
1996-04-30,2.832674571805005
1996-05-31,2.827087442472065
1996-06-30,2.8215223097112663
1996-07-31,2.8833551769331667
1996-08-31,2.8122956180510084
1996-09-30,3.0045721750489918
1996-10-31,3.0618892508143203
1996-11-30,3.2530904359141077
1996-12-31,3.378817413905133
1997-01-31,3.0381383322559907
1997-02-28,3.0322580645161246
1997-03-31,2.7652733118971096
1997-04-30,2.434336963484962
1997-05-31,2.237851662404089
1997-06-30,2.233567326100827
1997-07-31,2.165605095541401
1997-08-31,2.2900763358778775
1997-09-30,2.21940393151554
1997-10-31,2.0859671302149163
1997-11-30,1.8903591682419618
1997-12-31,1.6970458830924073
1998-01-31,1.6311166875784044
1998-02-28,1.440200375704448
1998-03-31,1.3767209011263937
1998-04-30,1.4383989993745905
1998-05-31,1.6885553470919357
1998-06-30,1.6229712858926382
1998-07-31,1.74563591022443
1998-08-31,1.6169154228855787
1998-09-30,1.4267990074441794
1998-10-31,1.4860681114551078
1998-11-30,1.4842300556586308
1998-12-31,1.606922126081578
1999-01-31,1.6666666666666607
1999-02-28,1.6666666666666607
1999-03-31,1.7283950617283939
1999-04-30,2.281134401972884
1999-05-31,2.091020910209096
1999-06-30,1.9656019656019597
1999-07-31,2.1446078431372584
1999-08-31,2.2643818849449104
1999-09-30,2.629969418960254
1999-10-31,2.56253813300793
1999-11-30,2.6203534430225606
1999-12-31,2.676399026763998
2000-01-31,2.792956891317555
2000-02-29,3.2179720704310855
2000-03-31,3.762135922330101
2000-04-30,3.013863773357439
2000-05-31,3.1325301204819134
2000-06-30,3.7349397590361377
2000-07-31,3.5992801439711952
2000-08-31,3.3512866546977715
2000-09-30,3.45649582836709
2000-10-31,3.4503271861986873
2000-11-30,3.444180522565321
2000-12-31,3.4360189573459543
2001-01-31,3.7212049616065945
2001-02-28,3.529411764705892
2001-03-31,2.9824561403508643
2001-04-30,3.2182562902282053
2001-05-31,3.5630841121495394
2001-06-30,3.193960511033689
2001-07-31,2.7214823393167498
2001-08-31,2.7214823393167498
2001-09-30,2.5921658986175045
2001-10-31,2.127659574468077
2001-11-30,1.894374282433997
2001-12-31,1.603665521191311
2002-01-31,1.1958997722095743
2002-02-28,1.1363636363636465
2002-03-31,1.3628620102214661
2002-04-30,1.643990929705219
2002-05-31,1.2408347433727984
2002-06-30,1.0692177827799743
2002-07-31,1.465614430665152
2002-08-31,1.747463359639223
2002-09-30,1.516002245929271
2002-10-31,2.0270270270270174
2002-11-30,2.2535211267605604
2002-12-31,2.4802705749718212
2003-01-31,2.757456387169399
2003-02-28,3.146067415730336
2003-03-31,3.025210084033625
2003-04-30,2.175125488008911
2003-05-31,1.8941504178273005
2003-06-30,1.948775055679297
2003-07-31,2.055555555555544
2003-08-31,2.216066481994461
2003-09-30,2.378318584070782
2003-10-31,2.041942604856528
2003-11-30,1.9283746556473913
2003-12-31,2.0352035203520247
2004-01-31,2.026286966046009
2004-02-29,1.688453159041381
2004-03-31,1.7400761283306032
2004-04-30,2.2925764192139875
2004-05-31,2.8977583378895444
2004-06-30,3.1676679410158393
2004-07-31,2.939575394665228
2004-08-31,2.5474254742547275
2004-09-30,2.5391680172879516
2004-10-31,3.1909140075716547
2004-11-30,3.621621621621607
2004-12-31,3.3423180592991875
2005-01-31,2.8448738593666034
2005-02-28,3.0530262453133394
2005-03-31,3.2068412613575736
2005-04-30,3.3617929562433257
2005-05-31,2.869287991498415
2005-06-30,2.541026998411855
2005-07-31,3.067160232681121
2005-08-31,3.6469344608879517
2005-09-30,4.741833508956805
2005-10-31,4.350104821802936
2005-11-30,3.3385498174230532
2005-12-31,3.3385498174230532
2006-01-31,4.018789144050117
2006-02-28,3.63825363825363
2006-03-31,3.4179181771103018
2006-04-30,3.613835828600931
2006-05-31,3.9772727272727293
2006-06-30,4.1817243159525175
2006-07-31,4.104669061056954
2006-08-31,3.926568077511483
2006-09-30,2.012072434607637
2006-10-31,1.4063284781516971
2006-11-30,1.9687026754164672
2006-12-31,2.5239777889954462
2007-01-31,2.075765178123423
2007-02-28,2.420260782347028
2007-03-31,2.798197295943927
2007-04-30,2.5929247633283525
2007-05-31,2.709885742672613
2007-06-30,2.692765113974227
2007-07-31,2.3178905864958077
2007-08-31,1.897448478900876
2007-09-30,2.8338264299802685
2007-10-31,3.610698365527476
2007-11-30,4.373267326732666
2007-12-31,4.108813392417532
2008-01-31,4.294695655165981
2008-02-29,4.142959270611968
2008-03-31,3.9749035501344343
2008-04-30,3.9037609759888126
2008-05-31,4.088413823123993
2008-06-30,4.935966105947864
2008-07-31,5.497512078341837
2008-08-31,5.308017162091239
2008-09-30,4.953319875136075
2008-10-31,3.7310578899565128
2008-11-30,1.0999174706166848
2008-12-31,-0.02222800255385904
2009-01-31,-0.11358601902212717
2009-02-28,0.008463140671510772
2009-03-31,-0.4464787676623838
2009-04-30,-0.5763244243767063
2009-05-31,-1.015761495855172
2009-06-30,-1.2291746182109153
2009-07-31,-1.9587610037622771
2009-08-31,-1.4838355663267633
2009-09-30,-1.377942862886472
2009-10-31,-0.22396829420033848
2009-11-30,1.9145871744709275
2009-12-31,2.8141231232083674
2010-01-31,2.6211113889767157
2010-02-28,2.151336357866529
2010-03-31,2.2861714393279886
2010-04-30,2.2067707525304403
2010-05-31,2.003548929218568
2010-06-30,1.1215605940686268
2010-07-31,1.3407784804821077
2010-08-31,1.1501775395112546
2010-09-30,1.1183122472331775
2010-10-31,1.1666951489314625
2010-11-30,1.084544776600338
2010-12-31,1.437793022217937
2011-01-31,1.7007834915029774
2011-02-28,2.124898173333145
2011-03-31,2.619241510354109
2011-04-30,3.0772344447868694
2011-05-31,3.4589718808964998
2011-06-30,3.5023181506360412
2011-07-31,3.5798809769996165
2011-08-31,3.75499603070808
2011-09-30,3.812621692818685
2011-10-31,3.5222681306640524
2011-11-30,3.451432214581729
2011-12-31,3.062066838419386
2012-01-31,3.0087663379855023
2012-02-29,2.8981784423473878
2012-03-31,2.5828752813320977
2012-04-30,2.2731633741348567
2012-05-31,1.7379429374660749
2012-06-30,1.653870448297634
2012-07-31,1.4175114798464783
2012-08-31,1.6859349154821235
2012-09-30,1.9497168982819613
2012-10-31,2.1556780595369363
2012-11-30,1.7960197033926262
2012-12-31,1.7595049796895523
2013-01-31,1.684061762098299
2013-02-28,2.0181404902574807
2013-03-31,1.5187472411246183
2013-04-30,1.138808047576867
2013-05-31,1.3903888279197085
2013-06-30,1.7157935271568725
2013-07-31,1.885471805415806
2013-08-31,1.538809488600279
2013-09-30,1.0947341081747997
2013-10-31,0.8767991434911471
2013-11-30,1.2328701961954458
2013-12-31,1.5128383667573297
2014-01-31,1.557758795574915
2014-02-28,1.1204746347724948
2014-03-31,1.6126949139408042
2014-04-30,2.015125303606169
2014-05-31,2.166947687079812
2014-06-30,2.0589816945944195
2014-07-31,1.9742378703305974
2014-08-31,1.7150983482969062
2014-09-30,1.6840509711232077
2014-10-31,1.6095417021513292
2014-11-30,1.231524989320798
2014-12-31,0.6531213919623191
2015-01-31,-0.22993097820542818
2015-02-28,-0.08703146293520536
2015-03-31,-0.022031284423873476
2015-04-30,-0.10403098939391064
2015-05-31,0.03503321824429584
2015-06-30,0.1795718097550525
2015-07-31,0.22568611104094582
2015-08-31,0.2413037985344868
2015-09-30,0.008842961634170088
2015-10-31,0.12761656067050708
2015-11-30,0.4363182169185187
2015-12-31,0.6387247515364791
2016-01-31,1.2375025026943876
2016-02-29,0.8472775790126619
2016-03-31,0.8916160965521946
2016-04-30,1.1726257503534843
2016-05-31,1.0784764621246223
2016-06-30,1.0792865347959424
2016-07-31,0.8683633430518256
2016-08-31,1.0553158595656864
2016-09-30,1.5486446201652182
2016-10-31,1.685924966243646
2016-11-30,1.6843334719788938
2016-12-31,2.0507989115119862
2017-01-31,2.5103933482571117
2017-02-28,2.8103616813294208
2017-03-31,2.44119623655914
2017-04-30,2.176223471915395
2017-05-31,1.8563431667619756
2017-06-30,1.640565809959127
2017-07-31,1.7251073506566073
2017-08-31,1.92812155729698
2017-09-30,2.1805652303711787
2017-10-31,2.020757753132485
2017-11-30,2.172493864295566
2017-12-31,2.129930719552253
2018-01-31,2.151318868063945
2018-02-28,2.263468931091861
2018-03-31,2.3309497646499366
2018-04-30,2.4709963021052994
2018-05-31,2.781921607842497
2018-06-30,2.8075506935940187
2018-07-31,2.854124785561929
2018-08-31,2.6429238568742575
2018-09-30,2.332055105808828
2018-10-31,2.492032470218053
2018-11-30,2.147328577667773
2018-12-31,2.0023809043401064
2019-01-31,1.4875893578291333
2019-02-28,1.5188615351321877
2019-03-31,1.8831863513063984
2019-04-30,2.000583470209061
2019-05-31,1.7959105553606136
2019-06-30,1.671194894390049
2019-07-31,1.826331335037068
2019-08-31,1.7376412106666406
2019-09-30,1.6844977040391562
2019-10-31,1.7339736996186295
2019-11-30,2.092290394862917
2019-12-31,2.3195274699624457
2020-01-31,2.599767976845202
2020-02-29,2.3413166797595197
2020-03-31,1.4940399642909163
2020-04-30,0.3130472940411133
2020-05-31,0.1982013035848551
2020-06-30,0.7166562831830481
2020-07-31,0.9968647625897997
2020-08-31,1.2810698495523853
2020-09-30,1.3910228912373812
2020-10-31,1.2303863428671624
2020-11-30,1.1757452138405844
2020-12-31,1.3204191315779434
2021-01-31,1.3553199782346148
2021-02-28,1.667502410800381
2021-03-31,2.623645747764214
2021-04-30,4.137373453318349
2021-05-31,4.9264665639830785
2021-06-30,5.317418943207719
2021-07-31,5.269167647240969
2021-08-31,5.181323173271246
2021-09-30,5.363523425270289
2021-10-31,6.226591220771449
2021-11-30,6.865559520296194
2021-12-31,7.159457345112474
2022-01-31,7.578082463000535
2022-02-28,7.949220898953979
2022-03-31,8.540780148538584
2022-04-30,8.235161744022502
2022-05-31,8.530051713089225
2022-06-30,8.999298141923106
